"Node","X","Y","Z","Displacement in X","Displacement in Y","Displacement in Z","Displacement Magnitude"
1,0,0,0,0,0,0,0
2,0,0,25,0,0,0,0
3,25,0,25,0,0,0,0
4,25,0,0,0,0,0,0
5,0,10,0,-3.46381247476999E-07,-4.73524902851231E-07,-3.67288949289182E-07,6.92175537341461E-07
6,0,10,25,-9.60154944932723E-08,-1.16594382352789E-07,-3.89631277005844E-08,1.55985097042083E-07
7,25,10,25,-2.57604547603754E-07,4.32486863186188E-07,-2.61812383660988E-07,5.67407009132784E-07
8,25,10,0,5.02224270691486E-09,-9.60476022060669E-09,-3.08158313018047E-08,3.2666340467273E-08
9,10,30,5,-1.43010065825439E-06,-8.6280705283676E-07,-1.40710958822962E-06,2.18393710908813E-06
10,10,30,20,-1.65159592753164E-06,-7.04471641780675E-08,-1.3452170941948E-06,2.13127683356568E-06
11,20,30,5,-1.40789225978186E-06,-1.5272570916191E-07,-1.14185382129854E-06,1.81915252428343E-06
12,20,30,20,-1.65639906365729E-06,7.55476689353555E-07,-1.10100711083415E-06,2.12758537886232E-06
13,10,80,5,-5.3029437267569E-06,-9.60389933129147E-07,-5.47078844149924E-06,7.67939367166756E-06
14,10,80,20,-6.93310489052846E-06,-1.52643358786981E-07,-5.4689644177911E-06,8.83180701901465E-06
15,20,80,20,-6.90151719088423E-06,2.79102361532355E-07,-4.32111366669391E-06,8.14744505871456E-06
16,20,80,5,-5.28063713294604E-06,-5.72628953267176E-07,-4.34787320416451E-06,6.86418486402138E-06
17,0,0,250,0,0,0,0
18,0,0,275,0,0,0,0
19,25,0,275,0,0,0,0
20,25,0,250,0,0,0,0
21,0,10,250,-3.78008292851482E-06,-2.2334555832078E-06,-1.26586348631471E-06,4.56943772849527E-06
22,0,10,275,-3.62693474241717E-06,-1.97180893146115E-06,8.53357530469625E-07,4.21555514289066E-06
23,25,10,275,-4.25459530842085E-06,2.23239411869559E-06,-1.1307348467964E-06,4.93596252349863E-06
24,25,10,250,-4.01415892246801E-06,1.86747947225031E-06,8.39531296966291E-07,4.50619176608051E-06
25,10,30,255,-1.45627722754073E-05,-1.89637392556881E-06,-1.32501521112643E-06,1.47453801483945E-05
26,10,30,270,-1.48711254276271E-05,-1.17853634480673E-06,-7.92309643435203E-07,1.49387775260002E-05
27,20,30,255,-1.52898302000755E-05,2.56624699429482E-06,-5.97757490599899E-07,1.55152133469197E-05
28,20,30,270,-1.56796883027626E-05,3.34004231904572E-06,-1.09288912287816E-06,1.60686936183285E-05
29,10,80,255,-3.54368710929209E-05,6.70752956121837E-09,-5.55596461198036E-06,3.58697730772976E-05
30,10,80,270,-3.71766668600187E-05,7.16270710701145E-07,-5.60344408561372E-06,3.76034066032909E-05
31,20,80,270,-3.70689098324482E-05,8.85513779479853E-07,-4.42816504089346E-06,3.7342962609429E-05
32,20,80,255,-3.5323384464167E-05,3.60730992192816E-07,-4.47581716040792E-06,3.56076474385136E-05
33,125,0,0,0,0,0,0
34,125,0,25,0,0,0,0
35,100,0,25,0,0,0,0
36,100,0,0,0,0,0,0
37,125,10,0,-3.69344076751343E-07,2.82105712303706E-07,3.60591480699153E-07,5.88238808562042E-07
38,125,10,25,-8.77096868771945E-08,5.94332086820343E-08,4.07311269993806E-08,1.13509119338392E-07
39,100,10,25,-1.01985417591166E-07,-2.86553235777315E-07,2.53097331052048E-07,3.95691851472031E-07
40,100,10,0,2.32365463075763E-07,1.45930211453231E-07,1.66476974465806E-07,3.20942234790759E-07
41,115,30,5,-9.12980873906139E-07,1.35939735225315E-06,1.43309932522747E-06,2.17606730442758E-06
42,115,30,20,-1.14213344395009E-06,2.09480989963402E-07,1.44130056820335E-06,1.85086423512062E-06
43,105,30,5,-1.02774129828126E-06,6.74621621355152E-07,1.35105504563136E-06,1.82666807179593E-06
44,105,30,20,-1.22401768079929E-06,-5.41998373159469E-07,1.34255243876108E-06,1.89589782695168E-06
45,115,80,5,-5.61555813050667E-06,2.07856588229461E-06,6.64948666781008E-06,8.94821782197566E-06
46,115,80,20,-7.25841874005675E-06,1.12619509416487E-06,6.6304969928962E-06,9.89527404213413E-06
47,105,80,20,-7.13202232969658E-06,-4.04859440209948E-07,5.40583720129991E-06,8.95838877949466E-06
48,105,80,5,-5.5207932275971E-06,4.22830760931759E-07,5.41557925503702E-06,7.74509150248462E-06
49,125,0,250,0,0,0,0
50,125,0,275,0,0,0,0
51,100,0,275,0,0,0,0
52,100,0,250,0,0,0,0
53,125,10,250,-1.01819048668781E-06,1.0058321526744E-06,6.98554942002147E-07,1.59260453142982E-06
54,125,10,275,-8.09626287324101E-07,6.99582384828107E-07,-2.54363988805066E-07,1.09982329357439E-06
55,100,10,275,-8.91337698763289E-07,-9.75591161893389E-07,5.98425635388486E-07,1.45064614895957E-06
56,100,10,250,-6.46692128860923E-07,-5.58357060134913E-07,-2.28023592403171E-07,8.84289587649669E-07
57,115,30,255,-4.41018564305274E-06,2.09726681405514E-06,1.31311341515365E-06,5.05692914094928E-06
58,115,30,270,-4.62874152858886E-06,1.24203134860168E-06,1.03413166524937E-06,4.90278679023103E-06
59,105,30,255,-4.38998835111045E-06,-1.43612291576157E-06,8.8844876573699E-07,4.70359309054265E-06
60,105,30,270,-4.69610398135559E-06,-2.32185260626549E-06,1.15486246409273E-06,5.36452229372718E-06
61,115,80,255,-3.60862304689347E-05,2.7999505832538E-06,6.31854491963065E-06,3.67420707449529E-05
62,115,80,270,-3.76925205035394E-05,1.49355193303606E-06,6.61783826796651E-06,3.82982059975056E-05
