"Node","X","Y","Z","Displacement in X","Displacement in Y","Displacement in Z","Displacement Magnitude"
161,105,92,-45,-2.19059564189447E-07,1.91184714498674E-06,4.69767357930985E-06,5.07654249033756E-06
162,105,110,-29,-4.99396315228663E-06,2.04048682853032E-06,4.58626546443672E-06,7.08075457660321E-06
163,105,135,-15,-1.18343539152045E-05,1.32354567476819E-06,5.92070282648022E-06,1.32988130185745E-05
164,105,168,0,-2.07955828905509E-05,7.1375278962655E-08,8.75603046746222E-06,2.25638966434291E-05
165,115,82,-60,2.23473680445882E-06,3.30621229520148E-06,5.3868083224873E-06,6.70393856097762E-06
166,115,92,-45,-2.211333718222E-07,4.84877741922024E-06,4.37822380051545E-06,6.53669534831428E-06
167,115,110,-29,-4.99693962024818E-06,4.91803747150352E-06,4.33361791068599E-06,8.24237479949421E-06
168,115,135,-15,-1.18368894684267E-05,3.95124036723178E-06,6.1142270734542E-06,1.38963313659812E-05
169,115,168,0,-2.07990193440946E-05,2.35043070711897E-06,9.71656193846089E-06,2.30767265028846E-05
170,10,82,335,-4.05394613408536E-05,8.17135747936261E-07,-5.26091851403759E-06,4.08875641271091E-05
171,10,92,320,-3.93591016394925E-05,2.08022276274483E-06,-4.3847972410731E-06,3.96571892026637E-05
172,10,110,306,-3.87832320665762E-05,2.68054870452212E-06,-3.59629059932259E-06,3.904174351847E-05
173,10,135,290,-3.85534995967861E-05,1.96710318777085E-06,-4.75856583629449E-06,3.8895832359381E-05
174,10,168,275,-3.89256958071327E-05,5.48982643009609E-07,-8.04719775319644E-06,3.97525919619187E-05
175,20,82,335,-4.05439863435037E-05,9.0904923327431E-07,-4.33777171566604E-06,4.07855055453277E-05
176,20,92,320,-3.9363853557243E-05,2.43809584122104E-06,-3.42344308777998E-06,3.95875894793093E-05
177,20,110,306,-3.87883527395709E-05,3.16268601178261E-06,-2.63780129178749E-06,3.90063698222926E-05
178,20,135,290,-3.8558663113591E-05,2.51906901281705E-06,-3.79029218729E-06,3.88263122722693E-05
179,20,168,275,-3.89309619115313E-05,1.09936261902015E-06,-7.05145054173778E-06,3.95796835291513E-05
180,105,82,335,-4.09625083890337E-05,-2.31989185087858E-06,4.50722637263168E-06,4.12749812997604E-05
181,105,92,320,-4.15943934569019E-05,-3.3724967193004E-06,4.16290667690323E-06,4.19380148930521E-05
182,105,110,306,-4.54619818893216E-05,-3.68952125788429E-06,4.1903477781561E-06,4.58035302014952E-05
183,105,135,290,-5.2341653540929E-05,-3.07293181118155E-06,5.46427859886757E-06,5.27157466599958E-05
184,105,168,275,-6.24237257517791E-05,-1.90101735577595E-06,8.0881011987508E-06,6.29742231768009E-05
185,115,82,335,-4.0960177200045E-05,-9.86729871361028E-07,5.33923103131805E-06,4.13184842425749E-05
186,115,92,320,-4.15920446100176E-05,-8.09336385931445E-07,5.13667694114005E-06,4.19158520159727E-05
187,115,110,306,-4.54592761172281E-05,-5.67478509876384E-07,5.08179941875856E-06,4.57459561305046E-05
188,115,135,290,-5.23388998270038E-05,3.3910687709566E-07,6.29300241022717E-06,5.27169546532267E-05
189,10,70,5,-4.17289666597018E-06,-1.01591915476869E-06,-5.20642813519314E-06,6.74922604754217E-06
190,10,70,20,-5.83070846014056E-06,-1.64750763682366E-07,-5.26894167132723E-06,7.86041031353563E-06
191,20,70,20,-5.86005483446518E-06,2.37938145700732E-07,-4.26589703632084E-06,7.25222274538015E-06
192,20,70,5,-4.21479177544358E-06,-6.52572174284494E-07,-4.21761033631718E-06,5.99821282566789E-06
193,10,70,255,-3.27800641344719E-05,-2.71210892978948E-07,-5.5172606817465E-06,3.32422370703132E-05
194,10,70,270,-3.44341581432637E-05,4.24062730768979E-07,-5.38993763704521E-06,3.48560253609926E-05
